name,name character_deaths,name character_predictions,allegiances,nobility,gender,has_Allegiance,is_alive,has_dead_rels,culture,mother,father,spouse,house,heir,data_poor,known_culture,known_spouse,known_heir,known_mother,known_father,num_interactions,num_people_interacted,num_interactions_dead,num_people_interacted_dead,num_hops_daenerys,num_hops_cersei,num_hops_jonsnow,pageRank,community
Jorah Mormont,Jorah Mormont,Jorah Mormont,House Targaryen,1,1,1.0,1,1,Northmen,Unknown,Unknown,Glover,House Mormont,Unknown,0,1,1,0,0,0,396.0,27.0,84.0,8.0,1.0,2.0,2.0,3.6860993932932606,1832.0
Jorah Stark,,Jorah Stark,Unknown,1,1,0.0,1,0,Northmen,Unknown,Unknown,0,House Stark,Unknown,1,1,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,39.0
Jorelle Mormont,,Jorelle Mormont,Unknown,1,1,0.0,1,0,Northmen,Unknown,Unknown,0,House Mormont,Unknown,1,1,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,1315.0
Jory Cassel,Jory Cassel,Jory Cassel,House Stark,1,1,1.0,0,1,Northmen,Unknown,Unknown,0,House Cassel,Unknown,0,1,1,0,0,0,152.0,21.0,83.0,10.0,2.0,1.0,1.0,1.55987505307421,2109.0
Karlon Stark,,Karlon Stark,Unknown,1,1,0.0,1,0,Northmen,Unknown,Unknown,0,House Stark,Unknown,1,1,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,39.0
Larence Snow,,Larence Snow,Unknown,1,1,0.0,1,0,Northmen,Unknown,Unknown,0,House Hornwood,Unknown,1,1,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,39.0
Leobald Tallhart,Leobald Tallhart,Leobald Tallhart,House Stark,1,1,1.0,0,0,Northmen,Unknown,Unknown,Berena Hornwood,House Tallhart,Unknown,0,1,1,0,0,0,11.0,4.0,11.0,3.0,3.0,3.0,2.0,0.3130857250245754,158.0
Lew (guard),Lew,Lew (guard),House Stark,0,1,1.0,1,0,Northmen,Unknown,Unknown,0,House Stark,Unknown,0,1,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,39.0
Luton,Luton,Luton,None,0,1,0.0,0,0,Northmen,Unknown,Unknown,0,House Bolton,Unknown,0,1,1,0,0,0,3.0,1.0,,,4.0,4.0,3.0,0.22060982589609923,2543.0
Lyanna Mormont,,Lyanna Mormont,Unknown,1,0,0.0,1,1,Northmen,Unknown,Unknown,0,House Mormont,Unknown,1,1,1,0,0,0,3.0,1.0,,,3.0,2.0,2.0,0.17543801946158052,77.0
Lyanna Stark,,Lyanna Stark,Unknown,1,0,0.0,0,1,Northmen,Unknown,Unknown,0,House Stark,Unknown,1,1,1,0,0,0,40.0,5.0,27.0,3.0,2.0,2.0,2.0,0.4486378217115999,2109.0
Lyessa Flint,,Lyessa Flint,Unknown,1,0,0.0,1,0,Northmen,Unknown,Unknown,0,House Flint of Widow's Watch,Unknown,1,1,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,2374.0
Lyra Mormont,,Lyra Mormont,Unknown,1,0,0.0,1,0,Northmen,Unknown,Unknown,0,House Mormont,Unknown,1,1,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,1315.0
Maege Mormont,Maege Mormont,Maege Mormont,House Stark,1,0,1.0,1,1,Northmen,Unknown,Unknown,0,House Mormont,Unknown,0,1,1,0,0,0,27.0,5.0,19.0,4.0,3.0,2.0,2.0,0.4200874662958086,596.0
Mark Ryswell,,Mark Ryswell,Unknown,1,1,0.0,0,0,Northmen,Unknown,Unknown,0,House Ryswell,Unknown,1,1,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,1904.0
Martyn Cassel,,Martyn Cassel,Unknown,1,1,0.0,0,0,Northmen,Unknown,Unknown,0,House Cassel,Unknown,1,1,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,39.0
Medger Cerwyn,Medger Cerwyn,Medger Cerwyn,House Stark,1,1,1.0,0,1,Northmen,Unknown,Unknown,0,House Cerwyn,Unknown,0,1,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,64.0
Mikken,Mikken,Mikken,House Stark,0,1,1.0,0,0,Northmen,Unknown,Unknown,0,House Stark,Unknown,0,1,1,0,0,0,25.0,5.0,7.0,2.0,3.0,2.0,2.0,0.45620026339311154,158.0
Mors Umber,Mors Umber,Mors Umber,House Stark,1,1,1.0,1,0,Northmen,Unknown,Unknown,0,House Umber,Unknown,0,1,1,0,0,0,17.0,4.0,3.0,1.0,3.0,2.0,2.0,0.4052763373416384,77.0
Murch (Winterfell),Murch (Winterfell),Murch (Winterfell),House Stark,0,1,1.0,1,0,Northmen,Unknown,Unknown,0,House Stark,Unknown,0,1,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,39.0
Ned Woods,,Ned Woods,Unknown,1,1,0.0,1,0,Northmen,Unknown,Unknown,0,House Woods,Unknown,1,1,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,991.0
Ondrew Locke,Ondrew Locke,Ondrew Locke,House Stark,1,1,1.0,1,0,Northmen,Unknown,Unknown,0,House Locke,Unknown,0,1,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,2333.0
Palla,Palla,Palla,House Stark,0,0,1.0,1,1,Northmen,Unknown,Unknown,0,House Stark,Unknown,0,1,1,0,0,0,6.0,2.0,,,3.0,3.0,2.0,0.21980680979031603,72.0
Porther,Porther,Porther,House Stark,0,1,1.0,0,0,Northmen,Unknown,Unknown,0,House Stark,Unknown,0,1,1,0,0,0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,0.17951183152908928,2109.0
Poxy Tym,Poxy Tym,Poxy Tym,House Stark,0,1,1.0,0,0,Northmen,Unknown,Unknown,0,House Stark,Unknown,0,1,1,0,0,0,3.0,1.0,,,3.0,2.0,2.0,0.1713002691205475,158.0
Quent,Quent,Quent,House Stark,0,1,1.0,1,0,Northmen,Unknown,Unknown,0,House Stark,Unknown,0,1,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,39.0
Ramsay Snow,Ramsay Snow,Ramsay Snow,None,1,1,0.0,1,1,Northmen,Unknown,Unknown,Donella Hornwood,House Bolton of the Dreadfort,Unknown,0,1,1,0,0,0,241.0,23.0,37.0,8.0,2.0,2.0,2.0,3.337819852586835,72.0
Rickard Karstark,Rickard Karstark,Rickard Karstark,House Stark,1,1,1.0,0,1,Northmen,Unknown,Unknown,0,House Karstark,Unknown,0,1,1,0,0,0,89.0,12.0,47.0,4.0,2.0,2.0,2.0,0.9636761076049879,596.0
Rickard Ryswell,Rickard Ryswell,Rickard Ryswell,House Stark,1,1,1.0,1,0,Northmen,Unknown,Unknown,0,House Ryswell,Unknown,0,1,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,1904.0
Rickard Stark,,Rickard Stark,Unknown,1,1,0.0,0,1,Northmen,Unknown,Unknown,Lyarra Stark,House Stark,Unknown,1,1,1,0,0,0,7.0,3.0,3.0,1.0,3.0,2.0,2.0,0.20718281843874137,158.0
Rickon Stark,Rickon Stark,Rickon Stark,House Stark,1,1,1.0,1,1,Northmen,Unknown,Unknown,0,House Stark,Unknown,0,1,1,0,0,0,345.0,17.0,106.0,7.0,2.0,2.0,1.0,2.794592242967338,158.0
Robett Glover,Robett Glover,Robett Glover,House Stark,1,1,1.0,1,0,Northmen,Unknown,Unknown,Sybelle Glover,House Glover,Unknown,0,1,1,0,0,0,24.0,8.0,10.0,3.0,3.0,2.0,2.0,0.4522304529324173,77.0
Rodrik Cassel,Rodrik Cassel,Rodrik Cassel,House Stark,1,1,1.0,0,1,Northmen,Unknown,Unknown,0,House Cassel,Unknown,0,1,1,0,0,0,253.0,30.0,124.0,13.0,2.0,2.0,1.0,2.6047574535943565,158.0
Rodrik Ryswell,Rodrik Ryswell,Rodrik Ryswell,None,1,1,0.0,1,0,Northmen,Unknown,Unknown,0,House Ryswell,Unknown,0,1,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,1904.0
Rodrik Stark,,Rodrik Stark,Unknown,1,1,0.0,1,0,Northmen,Unknown,Unknown,0,House Stark,Unknown,1,1,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,39.0
Rodrik Stark (son of Beron),,Rodrik Stark (son of Beron),Unknown,1,1,0.0,1,0,Northmen,Unknown,Unknown,Arya Flint,House Stark,Unknown,1,1,1,0,0,0,0.0,1.0,,,10.0,10.0,10.0,0.15000000000000002,39.0
Rodwell Stark,,Rodwell Stark,Unknown,1,1,0.0,1,0,Northmen,Unknown,Unknown,Myriame Manderly,House Stark,Unknown,1,1,1,0,0,0,0.0,1.0,,,10.0,10.0,10.0,0.15000000000000002,39.0
Roger Ryswell,Roger Ryswell,Roger Ryswell,House Stark,1,1,1.0,1,0,Northmen,Unknown,Unknown,0,House Ryswell,Unknown,0,1,1,0,0,0,8.0,2.0,,,3.0,3.0,2.0,0.25207558991387485,72.0
Ronnel Stout,,Ronnel Stout,Unknown,1,1,0.0,1,0,Northmen,Unknown,Unknown,0,House Stout,Unknown,1,1,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,307.0
Roose Bolton,Roose Bolton,Roose Bolton,House Stark,1,1,1.0,1,1,Northmen,Unknown,Unknown,Bethany Ryswell,House Bolton,Unknown,0,1,1,0,0,0,232.0,30.0,77.0,9.0,2.0,2.0,2.0,2.3788576895371083,59.0
Roose Ryswell,Roose Ryswell,Roose Ryswell,None,1,1,0.0,1,0,Northmen,Unknown,Unknown,0,House Ryswell,Unknown,0,1,1,0,0,0,3.0,1.0,,,3.0,2.0,2.0,0.17543801946158052,77.0
Sansa Stark,Sansa Stark,Sansa Stark,House Stark,1,0,1.0,1,1,Northmen,Unknown,Unknown,Tyrion Lannister,House Stark,Unknown,0,1,1,0,0,0,1547.0,75.0,646.0,30.0,2.0,1.0,1.0,12.375930968672035,1926.0
Shyra,,Shyra,Unknown,1,0,0.0,1,0,Northmen,Unknown,Unknown,0,House Stark,Unknown,1,1,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,39.0
Skittrick,,Skittrick,Unknown,1,1,0.0,1,0,Northmen,Unknown,Unknown,0,House Stark,Unknown,1,1,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,39.0
Sybelle Glover,Sybelle Glover,Sybelle Glover,House Stark,1,0,1.0,1,0,Northmen,Unknown,Unknown,Robett Glover,House Locke,Unknown,0,1,1,0,0,0,6.0,3.0,3.0,1.0,3.0,3.0,3.0,0.29092808482819243,71.0
Theodan Wells,Theodan Wells,Theodan Wells,House Stark,1,1,1.0,1,0,Northmen,Unknown,Unknown,0,House Wells,Unknown,0,1,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,2412.0
Theon Stark,,Theon Stark,Unknown,0,1,0.0,1,0,Northmen,Unknown,Unknown,0,Unknown,Unknown,1,1,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,39.0
Tomard,Tomard,Tomard,House Stark,0,1,1.0,0,0,Northmen,Unknown,Unknown,0,House Stark,Unknown,0,1,1,0,0,0,42.0,7.0,29.0,4.0,2.0,2.0,2.0,0.5272682061651722,2109.0
TomToo,,TomToo,Unknown,1,1,0.0,1,0,Northmen,Unknown,Unknown,0,House Stark,Unknown,1,1,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,39.0
Torrhen Karstark,Torrhen Karstark,Torrhen Karstark,House Stark,1,1,1.0,0,1,Northmen,Unknown,Unknown,0,House Karstark,Unknown,0,1,1,0,0,0,11.0,3.0,11.0,3.0,2.0,2.0,2.0,0.3143015275767539,2109.0
Torrhen Stark,,Torrhen Stark,Unknown,0,1,0.0,1,0,Northmen,Unknown,Unknown,0,Unknown,Unknown,1,1,1,0,0,0,6.0,2.0,6.0,2.0,2.0,2.0,2.0,0.2253277226001955,466.0
Turnip,,Turnip,Unknown,1,1,0.0,1,0,Northmen,Unknown,Unknown,0,House Stark,Unknown,1,1,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,39.0
Varly,,Varly,Unknown,1,1,0.0,0,0,Northmen,Unknown,Unknown,0,House Stark,Unknown,1,1,1,0,0,0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,0.17951183152908928,2109.0
Walton,Walton,Walton,None,0,1,0.0,1,0,Northmen,Unknown,Unknown,0,House Bolton,Unknown,0,1,1,0,0,0,34.0,5.0,,,3.0,2.0,2.0,0.5727858235826715,59.0
Wayn (guard),Wayn (guard),Wayn (guard),House Stark,0,1,1.0,1,0,Northmen,Unknown,Unknown,0,House Stark,Unknown,0,1,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,39.0
Willam Dustin,,Willam Dustin,Unknown,1,1,0.0,0,0,Northmen,Unknown,Unknown,Barbrey Ryswell,House Dustin,Unknown,1,1,1,0,0,0,7.0,4.0,4.0,1.0,2.0,2.0,2.0,0.19970698182878557,2109.0
Willam Stark,,Willam Stark,Unknown,1,1,0.0,0,0,Northmen,Unknown,Unknown,Melantha Blackwood,House Stark,Unknown,1,1,1,0,0,0,0.0,1.0,,,10.0,10.0,10.0,0.15000000000000002,39.0
Wyl (guard),Wyl (guard),Wyl (guard),House Stark,0,1,1.0,0,0,Northmen,Unknown,Unknown,0,House Stark,Unknown,0,1,1,0,0,0,15.0,4.0,12.0,3.0,2.0,2.0,2.0,0.3276614867907483,2109.0
Wynton Stout,Wynton Stout,Wynton Stout,Night's Watch,0,1,1.0,1,0,Northmen,Unknown,Unknown,0,House Stout,Unknown,0,1,1,0,0,0,3.0,1.0,,,3.0,3.0,2.0,0.17556303052697328,174.0
Areo Hotah,Areo Hotah,Areo Hotah,House Martell,0,1,1.0,1,0,Norvoshi,Unknown,Unknown,0,House Martell,Unknown,0,1,1,0,0,0,118.0,9.0,14.0,2.0,2.0,2.0,3.0,1.4322365723550314,1795.0
Byan Votyris,Byan Votyris,Byan Votyris,None,0,1,0.0,1,0,Norvoshi,Unknown,Unknown,0,Unknown,Unknown,0,1,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,2481.0
Groleo,Groleo,Groleo,House Targaryen,0,1,1.0,0,0,Pentoshi,Unknown,Unknown,0,House Targaryen,Unknown,0,1,1,0,0,0,34.0,6.0,,,1.0,2.0,3.0,0.46403494938276707,1832.0
Illyrio Mopatis,Illyrio Mopatis,Illyrio Mopatis,House Targaryen,1,1,1.0,1,0,Pentoshi,Unknown,Unknown,Cousin to the Prince of Pentos,House Targaryen,Unknown,0,1,1,0,0,0,138.0,14.0,30.0,2.0,1.0,2.0,2.0,1.304410204384476,1832.0
Ordello,,Ordello,Unknown,0,1,0.0,0,0,Pentoshi,Unknown,Unknown,0,Unknown,Unknown,1,1,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,51.0
Egon Emeros,,Egon Emeros,Unknown,0,1,0.0,1,0,Qartheen,Unknown,Unknown,0,Pureborn,Unknown,1,1,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,670.0
Mathos Mallarawan,Mathos Mallarawan,Mathos Mallarawan,None,1,1,0.0,1,0,Qartheen,Unknown,Unknown,0,Unknown,Unknown,0,1,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,362.0
Sallor,Sallor,Sallor,None,0,1,0.0,0,0,Qartheen,Unknown,Unknown,0,Stormcrows,Unknown,0,1,1,0,0,0,9.0,2.0,6.0,1.0,2.0,3.0,4.0,0.40861820200807425,1776.0
Sybassion,Sybassion,Sybassion,None,0,1,0.0,1,0,Qartheen,Unknown,Unknown,0,Unknown,Unknown,0,1,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,362.0
Urrathon,,Urrathon,Unknown,0,1,0.0,1,0,Qartheen,Unknown,Unknown,0,Unknown,Unknown,1,1,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,362.0
Wendello Qar Deeth,Wendello Qar Deeth,Wendello Qar Deeth,None,1,1,0.0,1,0,Qartheen,Unknown,Unknown,0,Unknown,Unknown,0,1,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,362.0
Xaro Xhoan Daxos,Xaro Xhoan Daxos,Xaro Xhoan Daxos,None,1,1,0.0,1,0,Qartheen,Unknown,Unknown,0,Thirteen,Unknown,0,1,1,0,0,0,42.0,3.0,,,1.0,2.0,3.0,0.5705196643713863,1832.0
Tobho Mott,Tobho Mott,Tobho Mott,None,0,1,0.0,1,0,Qohor,Unknown,Unknown,0,Unknown,Unknown,0,1,1,0,0,0,7.0,1.0,7.0,1.0,2.0,2.0,2.0,0.2016457048914162,2109.0
Vargo Hoat,Vargo Hoat,Vargo Hoat,None,0,1,0.0,0,0,Qohor,Unknown,Unknown,0,Brave Companions,Unknown,0,1,1,0,0,0,73.0,10.0,23.0,4.0,3.0,2.0,2.0,0.8412826243788005,59.0
Androw Ashford,,Androw Ashford,Unknown,1,1,0.0,1,0,Reach,Unknown,Unknown,0,House Ashford,Unknown,1,1,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,2172.0
Arys Oakheart,Arys Oakheart,Arys Oakheart,House Lannister,1,1,1.0,0,0,Reach,Unknown,Unknown,0,House Oakheart,Unknown,0,1,1,0,0,0,76.0,9.0,6.0,1.0,2.0,1.0,2.0,0.9144301120424645,2018.0
Bryan of Oldtown,,Bryan of Oldtown,Unknown,0,1,0.0,1,0,Reach,Unknown,Unknown,0,Unknown,Unknown,1,1,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,572.0
Elwood Meadows,,Elwood Meadows,Unknown,1,1,0.0,1,0,Reach,Unknown,Unknown,0,House Meadows,Unknown,1,1,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,2288.0
Harlen Tyrell,,Harlen Tyrell,Unknown,1,1,0.0,0,0,Reach,Unknown,Unknown,0,House Tyrell,Unknown,1,1,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,572.0
Hobber Redwyne,Hobber Redwyne,Hobber Redwyne,House Tyrell,1,1,1.0,1,0,Reach,Unknown,Unknown,0,House Redwyne,Unknown,0,1,1,0,0,0,7.0,1.0,,,4.0,3.0,3.0,0.5052258926007197,1272.0
Horas Redwyne,Horas Redwyne,Horas Redwyne,House Tyrell,1,1,1.0,1,0,Reach,Unknown,Unknown,0,House Redwyne,Unknown,0,1,1,0,0,0,10.0,2.0,3.0,1.0,3.0,2.0,2.0,0.5978338137152607,1272.0
Jon Fossoway,Jon Fossoway,Jon Fossoway,House Baratheon,1,1,1.0,1,0,Reach,Unknown,Unknown,Janna Tyrell,House Fossoway of New Barrel,Unknown,0,1,1,0,0,0,3.0,2.0,,,3.0,3.0,3.0,0.19430291710305025,147.0
Leo Tyrell (Longthorn),,Leo Tyrell (Longthorn),Unknown,1,1,0.0,1,0,Reach,Unknown,Unknown,0,House Tyrell,Unknown,1,1,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,572.0
Lord Ashford,,Lord Ashford,Unknown,1,1,0.0,1,0,Reach,Unknown,Unknown,0,House Ashford,Unknown,1,1,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,2172.0
Luthor Tyrell,,Luthor Tyrell,Unknown,1,1,0.0,1,1,Reach,Unknown,Unknown,Olenna Redwyne,House Tyrell,Unknown,1,1,1,0,0,0,0.0,2.0,,,3.0,2.0,3.0,0.15000000000000002,1926.0
Lyonel Tyrell (lord),,Lyonel Tyrell (lord),Unknown,1,1,0.0,0,0,Reach,Unknown,Unknown,0,House Tyrell,Unknown,1,1,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,572.0
Margaery Tyrell,Margaery Tyrell,Margaery Tyrell,House Tyrell,1,0,1.0,1,1,Reach,Unknown,Unknown,Renly Baratheon,House Tyrell,Unknown,0,1,1,0,0,0,442.0,30.0,87.0,5.0,2.0,1.0,2.0,3.5584751158952717,1651.0
Mathis Rowan,Mathis Rowan,Mathis Rowan,House Lannister,1,1,1.0,1,0,Reach,Unknown,Unknown,Bethany Redwyne,House Rowan,Unknown,0,1,1,0,0,0,35.0,9.0,14.0,3.0,2.0,2.0,2.0,0.6105129519826734,147.0
Orton Merryweather,Orton Merryweather,Orton Merryweather,House Lannister,1,1,1.0,1,0,Reach,Unknown,Unknown,Taena of Myr,House Merryweather,Unknown,0,1,1,0,0,0,43.0,10.0,9.0,2.0,2.0,1.0,2.0,0.4775671509793029,1651.0
Robert Ashford,,Robert Ashford,Unknown,1,1,0.0,1,0,Reach,Unknown,Unknown,0,House Ashford,Unknown,1,1,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,2172.0
Walys Flowers,,Walys Flowers,Unknown,0,1,0.0,0,0,Reach,Unknown,Unknown,0,Unknown,Unknown,1,1,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,572.0
Nymeria,,Nymeria,Unknown,1,0,0.0,1,0,Rhoynar,Unknown,Unknown,Mors Martell,House Martell,Unknown,1,1,1,0,0,0,0.0,1.0,,,10.0,10.0,10.0,0.15000000000000002,1741.0
Brynden Tully,Brynden Tully,Brynden Tully,House Tully,1,1,1.0,1,1,Rivermen,Unknown,Unknown,0,House Tully,Unknown,0,1,1,0,0,0,185.0,19.0,88.0,7.0,2.0,2.0,2.0,1.7579392136540262,596.0
Catelyn Stark,Catelyn Tully,Catelyn Stark,House Stark,1,0,1.0,0,1,Rivermen,Unknown,Unknown,Eddard Stark,House Tully,Unknown,0,1,1,0,0,0,1230.0,75.0,529.0,26.0,2.0,1.0,1.0,11.632390122115611,596.0
Clement Piper,Clement Piper,Clement Piper,House Tully,1,1,1.0,1,0,Rivermen,Unknown,Unknown,0,House Piper,Unknown,0,1,1,0,0,0,7.0,2.0,,,3.0,2.0,2.0,0.259504877042491,596.0
Edmure Tully,Edmure Tully,Edmure Tully,House Tully,1,1,1.0,1,1,Rivermen,Unknown,Unknown,Roslin Frey,House Tully,Unknown,0,1,1,0,0,0,291.0,24.0,138.0,7.0,2.0,2.0,2.0,2.83582383999601,596.0
Edmyn Tully,,Edmyn Tully,Unknown,1,1,0.0,1,0,Rivermen,Unknown,Unknown,0,House Tully,Unknown,1,1,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,596.0
Franklyn Frey,,Franklyn Frey,Unknown,1,1,0.0,1,0,Rivermen,Unknown,Unknown,0,House Frey,Unknown,1,1,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,45.0
Hoster Tully,Hoster Tully,Hoster Tully,House Tully,1,1,1.0,0,1,Rivermen,Unknown,Unknown,Minisa Whent,House Tully,Unknown,0,1,1,0,0,0,90.0,11.0,40.0,3.0,2.0,2.0,2.0,0.9362574347760529,596.0
Jason Mallister,Jason Mallister,Jason Mallister,House Stark,1,1,1.0,1,0,Rivermen,Unknown,Unknown,0,House Mallister,Unknown,0,1,1,0,0,0,12.0,3.0,5.0,1.0,3.0,2.0,2.0,0.28613814082345934,596.0
Lewys Piper,Lewys Piper,Lewys Piper,House Lannister,1,1,1.0,1,0,Rivermen,Unknown,Unknown,0,House Piper,Unknown,0,1,1,0,0,0,3.0,1.0,,,3.0,2.0,2.0,0.17440352748308213,59.0
Lothar Frey,Lothar Frey,Lothar Frey,None,1,1,0.0,1,1,Rivermen,Unknown,Unknown,Leonella Lefford,House Frey,Unknown,0,1,1,0,0,0,50.0,12.0,23.0,4.0,3.0,2.0,2.0,0.676047142641619,596.0
Lymond Lychester,Lymond Lychester,Lymond Lychester,House Tully,1,1,1.0,1,0,Rivermen,Unknown,Unknown,0,House Lychester,Unknown,0,1,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,1357.0
Marq Piper,Marq Piper,Marq Piper,House Tully,1,1,1.0,1,0,Rivermen,Unknown,Unknown,0,House Piper,Unknown,0,1,1,0,0,0,32.0,8.0,18.0,5.0,2.0,2.0,2.0,0.4444219536730088,596.0
Medgar Tully,,Medgar Tully,Unknown,1,1,0.0,0,0,Rivermen,Unknown,Unknown,0,House Tully,Unknown,1,1,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,596.0
Merrett Frey,Merrett Frey,Merrett Frey,None,1,1,0.0,0,0,Rivermen,Unknown,Unknown,Mariya Darry,House Frey,Unknown,0,1,1,0,0,0,6.0,3.0,,,3.0,2.0,3.0,0.20637445595057216,596.0
Minisa Whent,,Minisa Whent,Unknown,1,0,0.0,1,0,Rivermen,Unknown,Unknown,Hoster Tully,House Whent,Unknown,1,1,1,0,0,0,0.0,1.0,0.0,1.0,3.0,3.0,3.0,0.15000000000000002,596.0
Oswell Whent,,Oswell Whent,Unknown,1,1,0.0,0,1,Rivermen,Unknown,Unknown,0,House Whent,Unknown,1,1,1,0,0,0,9.0,3.0,9.0,3.0,3.0,3.0,3.0,0.5347332580829972,1753.0
Roslin Frey,Roslin Frey,Roslin Frey,None,1,0,0.0,1,1,Rivermen,Unknown,Unknown,Edmure Tully,House Frey,Unknown,0,1,1,0,0,0,43.0,5.0,11.0,2.0,3.0,2.0,2.0,0.5189504232024774,596.0
Shella Whent,,Shella Whent,Unknown,1,0,0.0,0,1,Rivermen,Unknown,Unknown,Walter Whent,House Whent,Unknown,1,1,1,0,0,0,0.0,1.0,,,10.0,10.0,10.0,0.15000000000000002,596.0
Walder Frey,Walder Frey,Walder Frey,None,1,1,0.0,1,1,Rivermen,Unknown,Unknown,Perra Royce,House Frey,Unknown,0,1,1,0,0,0,176.0,27.0,106.0,11.0,2.0,1.0,2.0,1.8461055414751173,596.0
Walder Frey (son of Ryman),,Walder Frey (son of Ryman),Unknown,1,1,0.0,1,0,Rivermen,Unknown,Unknown,0,House Frey,Unknown,1,1,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,45.0
Walder Rivers,Walder Rivers,Walder Rivers,None,1,1,0.0,1,0,Rivermen,Unknown,Unknown,Charlton,House Frey,Unknown,0,1,1,0,0,0,24.0,6.0,9.0,2.0,3.0,2.0,2.0,0.42068288187729197,59.0
Godric Borrell,Godric Borrell,Godric Borrell,None,1,1,0.0,1,0,Sistermen,Unknown,Unknown,0,House Borrell,Unknown,0,1,1,0,0,0,9.0,1.0,,,3.0,3.0,3.0,0.2454463455505902,77.0
Lark,Lark,Lark,Night's Watch,0,1,1.0,0,0,Sistermen,Unknown,Unknown,0,Night's Watch,Unknown,0,1,1,0,0,0,30.0,6.0,23.0,4.0,3.0,2.0,1.0,0.5940152313793079,174.0
Aemon Estermont,Aemon Estermont,Aemon Estermont,House Baratheon,1,1,1.0,1,0,Stormlands,Unknown,Unknown,0,House Estermont,Unknown,0,1,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,2302.0
Alyn Estermont,Alyn Estermont,Alyn Estermont,House Baratheon,1,1,1.0,1,0,Stormlands,Unknown,Unknown,0,House Estermont,Unknown,0,1,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,2302.0
Balon Swann,Balon Swann,Balon Swann,House Lannister,1,1,1.0,1,0,Stormlands,Unknown,Unknown,0,House Swann,Unknown,0,1,1,0,0,0,96.0,16.0,23.0,5.0,2.0,2.0,2.0,0.9143375193234531,1795.0
Criston Cole,,Criston Cole,Unknown,1,1,0.0,0,0,Stormlands,Unknown,Unknown,0,House Cole,Unknown,1,1,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,2445.0
Eldon Estermont,,Eldon Estermont,Unknown,1,1,0.0,1,0,Stormlands,Unknown,Unknown,Sylva Santagar,House Estermont,Unknown,1,1,1,0,0,0,6.0,3.0,3.0,1.0,4.0,3.0,3.0,0.5498629430425354,1669.0
